date,value,ma_value,lg_ma_value
2022/01/21 10:00,339000000.0,303000000.0,7.658547597
2022/01/21 11:00,61900000.0,290000000.0,6.980790401
2022/01/21 12:00,7320000.0,278000000.0,7.258493345
2022/01/21 13:00,665000.0,259000000.0,7.593391796
2022/01/21 14:00,117000.0,250000000.0,7.706832385
2022/01/21 15:00,52300.0,234000000.0,7.887807216
2022/01/21 16:00,233000.0,171000000.0,7.994684458
2022/01/21 17:00,639000.0,59700000.0,8.08747325
2022/01/21 18:00,79600.0,45600000.0,8.172271896
2022/01/21 19:00,15100000.0,9570000.0,8.215755028
2022/01/21 20:00,139000000.0,18100000.0,8.298125005
2022/01/21 21:00,197000000.0,39200000.0,8.2925022
